problem_id,Problem,Query,Label,source_index,type,target_name
prob_510,prob_510,"A city is planning to build five different types of public facilities: a library, a community center, a park, a sports complex, and a museum. The city council wants to optimize the allocation of resources to maximize the overall utility of these facilities. - Library: U_lib = 100 * Libraries^0.5 - Community Center: U_cc = 150 * CommunityCenters^0.6 - Park: U_park = 200 * Parks^0.7 - Sports Complex: U_sc = 250 * SportsComplexes^0.8 - Museum: U_museum = 300 * Museums^0.9 The city council wants to maximize the total utility of all facilities. The city has a budget of $500,000 to spend on these facilities. The cost to build each type of facility is: - Library: $50,000 - Community Center: $75,000 - Park: $100,000 - Sports Complex: $125,000 - Museum: $150,000 The city has a land constraint that limits the total number of facilities that can be built. The maximum number of facilities allowed is 5. The city council has a policy that at least one of each type of facility must be built. The utility of each facility is determined by a non-linear function based on the number of facilities built. The utility functions are as follows:",1000,509,nonlinear-notable,Total Utility
prob_511,prob_511,"A store sells two salad bowls. The individual salad contains 5 units of lettuce, 2 units of tomatoes, and 2 units of sauce. The family-sized salad contains 18 units of lettuce, 6 units of tomatoes, and 5 units of sauce. The store has available 220 units of lettuce, 150 units of tomatoes, and 140 units of sauce. If the profit per individual salad is $4 and the profit per family-sized salad is $7, how many of each should they sell to maximize profit?",176,510,linear-notable,The maximum profit
prob_512,prob_512,"A car manufacturer makes two versions of the same car, a regular model and a premium model. They make x1 regular models per day and x2 premium models per day. The profit per regular model is $5000 and the profit per premium model is $8500 (x1 and x2 are unknown values both greater than or equal to 0). The daily demand for these cars is limited to and most 8 regular models and 6 premium models. In addition, the manufacturer can make a maximum of 12 cars of either type per day. How many cars of each model should the manufacturer make in order to maximize profit?",81000,511,linear-notable,The total profit
prob_513,prob_513,We want to build a box whose base length is 6 times the base width and the box will enclose 20 in3. The cost of the material of the sides is $3/in2 and the cost of the top and bottom is $15/in2. Determine the dimensions of the box that will minimize the cost.,287.7028115678059,512,nonlinear-notable,The minimum surface area of the box:
prob_514,prob_514,"A logistics company is managing the distribution of three types of goods: GoodsX, GoodsY, and GoodsZ. The company needs to decide how many trucks to allocate for each type of good and how much to invest in route optimization software to optimize delivery efficiency and minimize costs. The relationship between investment in route optimization and the cost per truck for each type of good is given in the following Table. | Goods | Initial Cost per Truck | Reduction per $100 Investment | |-------|------------------------|-------------------------------| | GoodsX | $1,000 | $10 | | GoodsY | $1,200 | $12 | | GoodsZ | $1,500 | $15 | The company has a total of 50 trucks available for allocation. The budget for route optimization software is $10,000. Due to contractual obligations, the company must allocate at least 10 trucks for GoodsX and 15 trucks for GoodsY. The company aims to minimize the total delivery cost for all goods.",10000,513,nonlinear-table,Total Cost
prob_515,prob_515,"A gardener has 50 acres available for growing lavender and tulips. The gardener must grow at least 5 acres of lavender and at least 8 acres of tulips. Even though lavenders sell better, the gardener can grow at most twice the amount of lavender as tulips. If the profit per acre of lavender is $250 and the profit per acre of tulips is $200, how many acres of each should be grown to maximize profit?",11666.666650000001,514,linear-notable,Total profit
prob_516,prob_516,"A rain gutter is to be constructed from sheet metal with a wide of 50 cm. The gutter is formed by bending the metal sheet at two points, each 10 cm from the ends. Find the angle of those bends that will result in the maximum water-carrying capacity.",314.8801297874825,515,nonlinear-notable,The maximum water-carrying capacity
prob_517,prob_517,"A company seeks to deliver an ad with a limited budget, The Exposure (people/ad or commercial), Cost for Television Commercial are 20,000 $15,000. For Radio Commercial are 2,000 6,000. Newspaper Ad are 9,000 4,000. The Budget limit $100,000, television time for four commercials, Radio time for 10 commercials, Newspaper space for 7 ads. Resources for no more than 15 commercials and/or ads. How to maximize the exposure people with the budget?",147000,516,linear-notable,The maximum exposure
prob_518,prob_518,A farm has to transport their chickens. They can either be transported by train or by truck. Each train trip can take 500 chicken while each truck trip can take 300 chicken. The cost per train trip is $100 and the cost per truck trip is $80. The farm has a budget of $2000 and the number of train trips cannot exceed the number of truck trips. How many of each trip should be taken to maximize the number of chickens that can be transported?,11,517,linear-notable,The number of train trips
prob_519,prob_519,You need to design a n open-topped glass aquarium with a square base. The aquarium should hold more than 62.5 cubic feet of water. What is the minimum possible exterior surface area of the aquarium?,75,518,nonlinear-notable,The minimum possible exterior surface area of the aquarium
prob_520,prob_520,"A patient with weak bones has been told to drink milk and eat cheese in order to meet his calcium and vitamin D requirements. In one serving of milk, there are 10 grams of calcium and 5 grams of Vitamin D. In one serving of cheese, there are 8 grams of calcium and 6 grams of vitamin D. The patient must get at least 100 grams of calcium and 80 grams of Vitamin D per day. If a serving of milk costs $2 and a serving of cheese costs $4, how many servings of each should the patient eat to minimize cost?",32,519,linear-notable,Total cost
prob_521,prob_521,"Grain is transported from a farm to local grocery stores in either large bags or tiny bags. Large bags can hold 25 kg of grain and requires 4 units of energy to transport. Tiny bags can hold 6 kg of grain and requires 1.5 units of energy to transport. The distribution process has access to 110 units of energy. Because of popularity of buying in bulk, there must be twice as many large bags as tiny bags of rice. Additionally, there must be at least 20 tiny bags of rice. How many of each size of rice bags should be used to maximize the total amount of grain in weight?",620,520,linear-notable,The total weight of grain transported
prob_522,prob_522,"A grandmother knits blankets and sweaters for her community. A blanket requires 30 units of yarn and 5 hours of knitting. A sweater requires 20 units of yarn and 4 hours of knitting. The grandmother has 200 units of yarn available and 40 hours of knitting available. If the profit per blanket is $5.50 and the profit per sweater is $5, how many of each should she knit to maximize her profit?",50,521,linear-notable,The maximum profit
prob_523,prob_523,"An oil and gas company has two types of pipes, a high-volume and a low-volume one. Every day, the high-volume pipe allows 10000 US gallons and it is recommended that 12 technicians closely monitor the pipes to ensure that it is functioning properly. Each day, the low-volume pipe allows 5000 US gallons and 5 technicians should closely monitor for safety reasons. Every day, the oil and gas company needs to meet the demands of at least 150000 US gallons of gas and they have 160 technicians that are on their staff. Since the high-volume pipe has a higher risk of environmental damage, at most 35 percent of the pipes can be high-volume ones. Additionally, there must be a minimum of 8 low-volume pipes. How many of each pipe types should be used to reduce the total number of pipes required?",25,522,linear-notable,Total number of pipes
prob_524,prob_524,"A bakery produces three types of pastries: Classic, Gourmet, and Vegan. The bakery needs to determine the quantities of each pastry to produce daily. Additionally, the bakery has a choice to either use regular ingredients or premium ingredients for each type of pastry. For Gourmet pastries, the profit per unit with regular ingredients is $4, and with premium ingredients is $5. For Vegan pastries, the profit per unit with regular ingredients is $3, and with premium ingredients is $4. The bakery wants to maximize the total daily profit from selling the pastries. The bakery has a daily supply of 100 kg of regular ingredients and 50 kg of premium ingredients. Per unit of each pastry, the regular ingredients required are 0.5 kg for Classic, 0.8 kg for Gourmet, and 0.6 kg for Vegan. The premium ingredients required are 0.8 kg for Classic, 1.2 kg for Gourmet, and 1 kg for Vegan. The bakery has a daily production capacity of 200 pastries. The market has a demand limit for each pastry. For Classic, the demand limit is 150 pastries. For Gourmet, the demand limit is 100 pastries. For Vegan, the demand limit is 80 pastries. For Classic pastries, the profit per unit with regular ingredients is $2, and with premium ingredients is $3.",686,523,nonlinear-notable,Total Profit
prob_525,prob_525,"A company has four different production facilities and needs to allocate resources (labor and machinery) to each facility to maximize production efficiency. The production efficiency score of each facility is determined by a non-linear function that depends on the number of laborers and machinery. The efficiency score function is given by: Efficiency = (L^2 * M) / (L + M), where L is the number of laborers and M is the number of machinery units. The company aims to maximize the total efficiency score across all facilities. The company has a total of 100 laborers and 50 machinery units available across all facilities. Each facility can have a maximum of 30 laborers and 20 machinery units. Each facility must also have at least 5 laborers and 3 machinery units. The objective function to maximize is the sum of the efficiency scores at each facility: Maximize (L1^2 * M1) / (L1 + M1) + (L2^2 * M2) / (L2 + M2) + (L3^2 * M3) / (L3 + M3) + (L4^2 * M4) / (L4 + M4), where L1, L2, L3, L4 are the number of laborers at facilities 1, 2, 3, 4 respectively, and M1, M2, M3, M4 are the number of machinery units at facilities 1, 2, 3, 4 respectively. Constraints are as follows: 1. L1 + L2 + L3 + L4 <= 100 (total number of laborers across all facilities) 2. M1 + M2 + M3 + M4 <= 50 (total number of machinery units across all facilities) 3. L1 <= 30; L2 <= 30; L3 <= 30; L4 <= 30 (maximum laborers per facility) 4. M1 <= 20; M2 <= 20; M3 <= 20; M4 <= 20 (maximum machinery units per facility) 5. L1 >= 5; L2 >= 5; L3 >= 5; L4 >= 5 (minimum laborers per facility) 6. M1 >= 3; M2 >= 3; M3 >= 3; M4 >= 3 (minimum machinery units per facility)",949.163898708422,524,nonlinear-table,Total Efficiency Score
prob_526,prob_526,"You need to find the largest volume of a circular cylinder inside asphere. The radius of the sphere is 1. Please provide the volume, and the shape of the cylinder that will give the largest volume.",2.418400326515517,525,nonlinear-notable,The maximum volume of the cylinder
prob_527,prob_527,"A cruise company can either have two types of trips, a large cruise ship or a small cruise ship. A large cruise ship trip can carry 2000 customers and produces 20 units of pollution. A small cruise ship trip can carry 800 customers and produces 15 units of pollution. There can be at most 7 large cruise ship trips and at least 40% of the total trips must be made by small cruise ships. If the cruise company aims to transport at least 20000 customers, how many of each size of cruise ships should the company use to minimize the total amount of pollution produced?",260,526,linear-notable,Total amount of pollution produced
prob_528,prob_528,"A baker melts milk and dark chocolate together to create a new mixture. The mixture must contain at least 120 units of cacao and 80 units of sugar. Each milk chocolate piece contains 3 units of cacao and 2 units of sugar. Each dark chocolate piece contains 4 units of cacao and 1 unit of sugar. If the cost per milk chocolate piece is $0.50 and the cost per dark chocolate piece is $0.75, how many of each should the baker buy to minimize costs?",20,527,linear-notable,The total cost
prob_529,prob_529,"A chocolate company can transport their boxes of chocolate either using their own vans or by renting trucks. Their vans can transport 50 boxes per trip while a truck can transport 80 boxes per trip. Since they own their vans, the cost per van trip is $30 while the cost per truck trip is $50. The company needs to transport at least 1500 boxes of chocolate and they have a budget of $1000. Since the vans also provide advertising, the number of trips by van must be larger than the number of trips by trucks. How many of trip by each should be done to minimize the total number of trips?",24,528,linear-notable,The total number of trips
prob_530,prob_530,"A company plans to operate three types of transportation services, each serving a different type of cargo (Electronics, Textiles, and Food). The company needs to determine the number of vehicles to allocate for each cargo type, and the number of trips in each type of service per vehicle. For ease of management, the company decided to have the same number of trips per vehicle for the same type of service. For Textiles, the transportation cost per trip is $80, and the revenue per trip is $160. For Food, the transportation cost per trip is $120, and the revenue per trip is $240. The company wants to maximize the total profit per day. The company has a total of 20 vehicles available. The company has a budget of $1500 for transportation costs per day. The company has a daily operational capacity of 100 trips in terms of the number of trips it can handle per day. For Electronics, each vehicle can make at most 5 trips per day. For Textiles, each vehicle can make at most 6 trips per day. For Food, each vehicle can make at most 4 trips per day. For Electronics, the transportation cost per trip is $100, and the revenue per trip is $200.",1500,529,nonlinear-notable,Total Profit per day
prob_531,prob_531,A breakfast joint makes two different sandwiches: a regular and a special. Both need eggs and bacon. Each regular sandwich requires 2 eggs and 3 slices of bacon. Each special sandwich requires 3 eggs and 5 slices of bacon. The joint has a total of 40 eggs and 70 slices of bacon. It makes a profit of $3 per regular sandwich and a profit of $4 per special sandwich. How many of each sandwich should be made to maximize profit?,60,530,linear-notable,Total profit
prob_532,prob_532,"An electronics store wants to optimize how many phones and laptops are enough to keep in inventory. A phone will earn the store $120 in profits, and a laptop will earn $40. A phone requires 1 sq ft of floor space, whereas a laptop requires 4 sq ft. In total, 400 sq ft of floor space is available. The store stocks only phones and laptops. Corporate has required that at least 80% of all appliances in stock be laptops. Finally, a phone costs $400 for the store, and a laptop, $100. The store wants to spend at most $6000. Formulate an LP that can be used to maximize the store's profit.",2400,531,linear-notable,Total profit
prob_533,prob_533,"A hospital purchases two pills available for the patients to take one at a time. One pill is taken as a prevention and another is taken for treatment. The prevention pill takes 15 dollars to make while the treatment pill takes 25 dollars to make. Since the prevention pill is in higher demand, the hospital must purchase at least two times as many prevention pills as treatment pills. In addition, the hospital must purchase at least 50 treatment pills. If the clinic only has a budget of 10000 dollars, maximize the number of patients that can be treated.",633,532,linear-notable,The total number of patients that can be treated
prob_534,prob_534,"A food truck makes apple and orange smoothies. It takes 6 minutes on the cutting machine and 3 minutes on the blending machine to make an apple smoothie. It takes 5 minutes on the cutting machine and 2 minutes on the blending machine to make an orange smoothie. The profit per apple smoothie is $3.5 and the profit per orange smoothie is $4.5. If both the cutting machine and blending machine are available for at most 500 minutes per day, how many of each smoothie should be made to maximize profit?",450,533,linear-notable,Total profit
prob_535,prob_535,"A snow removal company removes snow from neighborhoods using small trucks and large trucks. A small truck requires 2 people to shovel the snow and can carry 30 units of snow. A large truck require 4 people to shovel the snow and car carry 50 units of snow. The company has available 60 people. In addition, because some neighbourhood don’t allow big trucks, at least 10 trucks must be small. There must be at least 3 large trucks as well and the number of small trucks must be twice as much as the number of large trucks. How many of each truck should be used to maximize the total amount of snow that can be transported?",14,534,linear-notable,The number of small trucks
prob_536,prob_536,"A fruit store wants to liquidate its stock of 30 lemons, 40 mangos, and 50 pears. Given past experience, the store knows that they can propose a mango-lovers package with 4 lemons and 8 mangos and that this package will bring a profit of 5 euros. Similarly, they can prepare a regular package with 3 lemons, 5 mangos, and 10 pears, yielding a profit of 6.5 euros. They know they can sell any quantity of these two packages within the availability of its stock. What quantity of each package, mango-lovers packages and regular packages, should the store prepare to maximize net profit?",37.5,535,linear-notable,Net profit
prob_537,prob_537,You have 400 ft of fencing to construct a rectangular pen for cattle. What are the dimensions of the pen that maximize the area?,10000,536,nonlinear-notable,The maximum area of the pen
prob_538,prob_538,"Luke has 200 hectares available to grow carrots and pumpkins. He prefers to plant more carrots than pumpkins, but the soil and weather conditions allow him to grow at most twice the amount of carrots to that of pumpkins. In addition, he must grow at least 25 hectares of carrots and at least 20 hectares of pumpkins to meet community demands. If the profit per hectare of carrots is $300 and the profit per hectare of pumpkins is $500, how many hectares of each item should he plant to maximize profit? What is this profit?",95000,537,linear-notable,Total Profit
prob_539,prob_539,"A bakery produces four types of pastries: Croissant, Danish, Muffin, and Tart. The bakery needs to decide how many units of each pastry to produce for the upcoming holiday season. The selling price, cost of ingredients, and production time for each pastry are given in the following Table. | Pastry | Selling Price | Cost of Ingredients | Production Time | |---------|---------------|---------------------|-----------------| | Croissant | $3 | $1 | 15 minutes | | Danish | $4 | $2 | 20 minutes | | Muffin | $2.5 | $0.8 | 10 minutes | | Tart | $5 | $3 | 25 minutes | The bakery has a budget of $500 for ingredients. The bakery wants to produce at least 50 units of each pastry. The bakery has a total production time limit of 80 hours. The bakery has a limited production capacity and aims to maximize the total profit per hour of production.",7.574999999999999,538,nonlinear-table,Total Profit per Hour
prob_540,prob_540,"A researcher must perform two types of experiments, in-vivo and ex-vivo. In-vivo experiments requires 30 minutes to prepare and 60 minutes to execute. Ex-vivo experiments require 45 minutes to prepare and 30 minutes to execute. In addition, in-vivo experiments gives the researcher 2 units of radiation while ex-vivo experiments give the researcher 3 unites of radiation. At most 400 minutes can be used for preparation and 500 minutes for execution of the experiment. How many of each experiment should be scheduled by the researcher to minimize the total radiation received by the researcher?",0,539,linear-notable,Total radiation received
prob_541,prob_541,"A brewery can ferment their product into either wine or kombucha. Each unit of wine requires 3 units of fruit and 8 units of water. Each unit of kombucha requires 5 units of fruit and 7 units of tea. The company has available 7000 units of water and 9000 units of tea. Wine sells for more, therefore the number of wine must be larger than the number of kombucha. Additionally, at least 20% of their products made must be kombucha. How many of each should the brewery make to minimize the total units of fruit required?",0,540,linear-notable,The total units of fruit required
prob_542,prob_542,"A bakery produces four types of pastries: Croissant, Danish, Baguette, and Tart. They need to determine the quantities of each pastry to produce to maximize their profit while considering the cost of ingredients and the demand from customers. The bakery has a limited supply of flour, which is a key ingredient in all pastries. Each Croissant requires 50 g of flour, each Danish requires 70 g, each Baguette requires 60 g, and each Tart requires 80 g. The total available flour is 50000 g. The bakery faces a demand limit for each type of pastry. The demand limit for Croissant is 300 units, for Danish is 250 units, for Baguette is 200 units, and for Tart is 150 units. The bakery has a production capacity of 700 units in terms of the total number of pastries it can produce. The profit per unit for Croissant is $3, for Danish is $4, for Baguette is $5, and for Tart is $6. Due to economies of scale, the profit per unit increases by $0.02 for each pastry type if the production exceeds 100 units. The bakery aims to maximize the total profit from selling the pastries.",4900,541,nonlinear-notable,Total Profit
prob_543,prob_543,"An aquarium does shows using otters and dolphins. An otter will do 3 tricks at a time and requires 3 treats to do so. A dolphin will do 1 trick at a time and requires 5 treats to do so. Since dolphins are more popular, at least 10 dolphins must be used and at most 30% of the performers can be otters. If the aquarium only has 200 treats available, maximize the total number of tricks that can be preformed.",13,542,linear-notable,The number of otters
prob_544,prob_544,"Deutchlander Machine Company (DMC) makes two types of printing presses: a four-color litho and a two-color litho. Demand for both products is booming and exceeds DMC's ability to satisfy it. Most raw materials are plentiful, but production is limited by three factors: a shortage of steel rollers, gear cutting capacity, and roller polishing capacity. Each four-color press requires 16 rollers, and each two-color press requires 8 rollers. The four-color presses require 30 hours of gear cutting and 8 hours of polishing time, and the two-color presses require 12 hours of gear cutting and 3 hours of polishing time. DMC is able to buy 100 rollers per week, and it has 160 hours of gear cutting time and 40 hours of polishing time available per week. To avoid harming long-term sales, DMC does not want to raise prices. At current prices DMC will earn a profit of DM24,000 on each four-color press made and DM10,000 on each two-color press made. So as not to abandon either product market, DMC also wants to produce at least two units of each press each week. Maximize its profit.",128000,543,linear-notable,The maximum profit
prob_545,prob_545,"A city is planning to install solar panels in various locations to optimize energy production and minimize environmental impact. The locations are categorized into five zones (Zone A, Zone B, Zone C, Zone D, Zone E). In Zone A, each panel generates 100 kWh of energy per day with a maintenance cost of $2 per day, each panel covers an area of 1 square meter. In Zone B, each panel generates 120 kWh of energy per day with a maintenance cost of $3 per day, each panel covers an area of 1.5 square meters. In Zone C, each panel generates 150 kWh of energy per day with a maintenance cost of $4 per day, each panel covers an area of 2 square meters. In Zone D, each panel generates 130 kWh of energy per day with a maintenance cost of $3.5 per day, each panel covers an area of 1.75 square meters. In Zone E, each panel generates 110 kWh of energy per day with a maintenance cost of $2.5 per day, each panel covers an area of 1.25 square meters. The energy market price is $0.10 per kWh. The city aims to maximize the the profit per square meters of solar panels. The city has a budget of $10,000 per day for maintenance. The total area available for installation is 500 square meters. The minimum energy requirement for the city is 10,000 kWh per day. The efficiency of solar panels varies by zone due to different levels of sunlight and environmental conditions.",8,544,nonlinear-notable,Profit per Square Meter
prob_546,prob_546,"A hospital hires ultrasound technicians and graduate researchers to image patients. An ultrasound technician works 8 hours per shift while a graduate researcher works 5 hours per shift. Ultrasound technicians are paid $300 per shift while graduate researchers are paid $100 per shift. However, due to regulations, there must be twice as many ultrasound technician shifts than graduate researcher shifts. Currently, the hospital needs 100 hours of ultrasound services to meet needs. If the hospital has a budget of $14000, how many of each worker certified to use the ultrasound should be scheduled to reduce the total number of workers?",13,545,linear-notable,The number of ultrasound technicians
prob_547,prob_547,"A company is planning to optimize its production of five different products (Product A, Product B, Product C, Product D, and Product E) to maximize profit while considering the environmental impact of production. The profit per unit and the environmental impact per unit for each product are given in the following Table. | Product | Profit per Unit | Environmental Impact per Unit | |---------|-----------------|-------------------------------| | A | $50 | 10 units | | B | $70 | 15 units | | C | $60 | 12 units | | D | $80 | 20 units | | E | $90 | 18 units | The company has a total production capacity of 1500 units across all products. The company must produce at least 200 units of Product A and 300 units of Product B to fulfill contractual obligations. The total environmental impact should not exceed 20,000 units. The company wants to maximize the Profit-Impact ratio, where the Profit-Impact ratio is defined as the total profit divided by the total environmental impact.",4.925000000000026,546,nonlinear-table,Profit-Impact Ratio
prob_548,prob_548,"Deutchlander Machine Company (DMC) manufactures two types of printing presses: a four-color litho and a two-color litho. Demand for both products is high and exceeds DMC's production capacity. The production is constrained by the availability of steel rollers, gear cutting capacity, and roller polishing capacity. The following Table details the requirements for each type of press. DMC can acquire 100 steel rollers per week, has 160 hours available for gear cutting, and 40 hours for roller polishing each week. To maintain market presence without increasing prices, DMC aims to produce at least two units of each press weekly. The profit for each four-color press is DM24,000 and for each two-color press is DM10,000. Formulate a linear program to maximize DMC's profit. Table (Resource requirements for each type of printing press): | Printing Press Type | Steel Rollers Required | Gear Cutting Time (hours) | Polishing Time (hours) | Profit per Unit (DM) | | ------------------- | ---------------------- | ------------------------- | ---------------------- | -------------------- | | Four-color litho | 16 | 30 | 8 | 24,000 | | Two-color litho | 8 | 12 | 3 | 10,000 |",128000,547,linear-table,The maximum profit
prob_549,prob_549,"Suppose a company manufactures two products, A and B, using three inputs: labor, material R, and material S. The demands for the products are such that the company can sell as much of each product as it can produce and earn a profit of $3 per unit of A and $4 per unit of B. However, only 900 pounds of R, 675 pounds of S, and 1200 person-hours of labor are available to the company each day. Formulate the company's problem as a linear program to maximize profit. Table (The amount of each input required to make one unit of product): | Input | Product A | Product B | | ----------- | --------- | --------- | | Material R | 6 pounds | 12 pounds | | Material S | 7.5 pounds| 4.5 pounds| | Labor | 9 hours | 6 hours |",364,548,linear-table,The maximum profit
prob_550,prob_550,Let us suppose that we want to put four items in a knapsack that can hold up to 12 kg. The weight and the value associated with each of the items are listed in the following Table. We need to decide which items to put in so as to maximize the total value of the knapsack. Table (The weight and value of each item): | Item | Weight (kg) | Value | | ---- | ----------- | ----- | | 1 | 3 | 15 | | 2 | 6 | 25 | | 3 | 5 | 12 | | 4 | 5 | 10 |,40,549,linear-table,The maximum total value of the knapsack
prob_551,prob_551,"A cleaning company located in Edmonton wants to get the best exposure possible for promoting their new dishwashing detergent without exceeding their $900000 advertising budget. To do so, the company decides to spend their money on two forms of advertising: (1) radio ads and (2) social media ads. Each radio ad costs $5,000; each social media ad costs $9,150. The expected exposure, based on industry ratings, is 60,500 viewers for each radio ad. Additionally, the expected exposure for each social media ad is 50,000 viewers. The company decides that at least 15 but no more than 40 radio ads should be ordered, and that at least 35 social media ads should be contracted. How many ads of each type should be run to obtain maximum exposure while staying within the budget?",6220000,550,linear-notable,The total viewers reached
prob_552,prob_552,"A hobbyist makes model trains and planes using wood and paint. A model train requires 3 units of wood and 3 units of paint. A model plane requires 4 units of wood and 2 units of paint. The hobbyist has available 120 units of wood and 90 units of paint. If the profit per model train is $8 and the profit per model plane is $10, how many of each should be made to maximize his profit?",310,551,linear-notable,The total profit
prob_553,prob_553,"A lighting company makes desk-lamps and night-lamps. There is an expected demand of at least 30 desk-lamps and 50 night-lamps each day. However, due to the size of their factory, they can make at most 150 desk-lamps and 180 night-lamps per day. To satisfy a contract, a minimum of 100 lamps must be made each day. If the profit per desk-lamp sold is $5 and the profit per night-lamp sold is $8, how many lamps of each type should be made to maximize profit?",2190,552,linear-notable,The total profit
prob_554,prob_554,"You need to construct a box with with square base. The bottom and top consist of two layers of cardboard, and the sides consist of one layer of cardboard. The box should hold a volume of at least 200 cubic inches. Find the dimensions of the box that requires the least material.",205.19711284322852,553,nonlinear-notable,The minimum surface area of the box
prob_555,prob_555,"A doctor recommends her patient eat more fish and chicken to increase her protein and iron intake. Each fish meal contains 10 units of protein and 12 units of iron. Each chicken meal contains 15 units of protein and 8 units of iron. The patient needs to consume at least 130 units of protein and 120 units of iron. Since the chicken meal is less expensive, the patient prefers to consume at least twice as many chicken meals as fish meals. If each fish meal contains 7 units of fat and each chicken meal contains 10 units of fat, how many meals of each should she eat to minimize her fat intake?",118,554,linear-notable,The total fat intake
prob_556,prob_556,"You need to create a rectangular box with a square base and an open top. The volume of the box must be at least 1000 cubic centimeters. The material for the base costs $2 per square centimeter, and the material for the sides costs $1 per square centimeter. Find the dimensions that will minimize the cost of the box.",600,555,nonlinear-notable,The minimum cost of the box
prob_557,prob_557,"You have a garden row of 20 watermelon plants that produce an average of 30 watermelons apiece. For any additional watermelon plants planted, the output per watermelon plant drops by one watermelon. How many extra watermelon plants should you plant?",625,556,nonlinear-notable,The maximum total output of watermelons
prob_558,prob_558,"You are designing an office space with two types of desks: long desks and short desks. You can spend at most $2000. Long desks cost $300, take up 10 square feet of space, and seat 6 employees. Short desks cost $100, take up 4 square feet of space, and seat 2 employees. The office can have at most 200 square feet of desks. How many of each desk should you buy in order to maximize the seating availability?",0,557,linear-notable,The number of long desks
prob_559,prob_559,"A company plans to construct three types of production lines, each producing a certain type of product (Sugar, Flour, and Oil). For ease of management, the company decided to have the same number of workers on each production line. The company needs to determine the number of production lines to construct for each product, and the number of workers to assign to each type of production line. For Flour, the material cost per unit is $7, and the selling price per unit is $15, and production number per worker per day is 80 units. For Oil, the material cost per unit is $9, and the selling price per unit is $20, and production number per worker per day is 60 units. The company wants to maximize the total profit per day. The company has a total of 100 workers available. The company has a budget of $5000 for material costs per day. The company has a production capacity of 1000 units in terms of the number of units it can produce per day. For Sugar, the material cost per unit is $5, and the selling price per unit is $10, and production number per worker per day is 100 units.",10560,558,nonlinear-notable,Total Profit per day
prob_560,prob_560,"Bob Fashion produces two types of lipsticks: cream lipsticks and matte lipsticks. The profit per cream lipstick is $70 and the profit per matte lipstick is $100. It takes 3.5 hours to produce the raw materials for one cream lipstick, 5 hours to mix and 2 hours in packing. It takes 5 hours to produce the raw materials for one matte lipstick, 3 hours to mix and 1.5 hours in packing. Per month, 300 hours are available for preparing the raw materials, 400 hours for mixing and 200 hours for packing the lipsticks. How many of each type of lipstick should be produced in order to maximize the total monthly profit?",6000,559,linear-notable,The total monthly profit
prob_561,prob_561,"A flooring company produces engineered laminate planks and carpets. The chief marketer reports an expected demand of at least 15,000 square feet of laminate planks and 5,000 square feet of carpets each week. The shipping contract requires a total of at least 50,000 square feet of products each week. However, due to a shortage of raw materials, no more than 40,000 square feet of laminate planks and 20,000 square feet of carpets can be produced weekly. If a square foot of laminate planks produces a $2.1 profit and a square foot of carpets yields a $3.3 profit, how many of each type of product should be made weekly to maximize the company's profit?",150000,560,linear-notable,The total profit
prob_562,prob_562,"Suppose a company manufactures two products, A and B, using three inputs, labor, material R, and materials S. To make one unit of product A requires 6 pounds of R, 7.5 pounds of S, and 9 person-hours of labor; to make one unit of product B requires 12 pounds of R, 4.5 pounds of S, and 6 person-hours of labor. The demands for the products are such that the company can sell as much of each product as it can produce and earn a profit of $3 per unit of A and $4 per unit of B. However, only 900 pounds of R, 675 pounds of S, and 1200 person-hours of labor are available to the company each day. Maximize profit.",364,561,linear-notable,The maximum profit
prob_563,prob_563,"You need to construct a cylinder. The surface area of the cylinder is at most 50 square units, including the top and the bottom. Find the shape of the cylinder that maximizes the volume.",27.14458472592633,562,nonlinear-notable,The maximum volume of the cylinder
prob_564,prob_564,"A logistics company operates three types of vehicles: TruckX, TruckY, and TruckZ. The company needs to decide how many trips each type of vehicle should make in the next month to optimize its operations. Additionally, the company can invest in upgrading the vehicles to improve their fuel efficiency and capacity, which affects the operational cost and revenue per trip. The revenue per trip increases with the amount of upgrade investment for each vehicle type. The initial revenue per trip and the increase in revenue per trip with upgrades for each vehicle type are given in the following Table. | Vehicle | Initial Revenue per Trip | Increase in Revenue per Trip with Upgrades | |---------|--------------------------|-------------------------------------------| | TruckX | $1,000 | $100 per $500 invested | | TruckY | $1,500 | $150 per $500 invested | | TruckZ | $2,000 | $200 per $500 invested | The operational cost for each trip of TruckX is $500, for TruckY is $750, and for TruckZ is $1,000. The company has a total budget of $100,000 for operational costs and vehicle upgrades. The total number of trips that can be made in the next month is limited to 200. Due to maintenance schedules, TruckX can make no more than 50 trips, and TruckY can make no more than 70 trips. The company aims to maximize the total revenue from all vehicle trips.",1102500,563,nonlinear-table,Total Revenue
prob_565,prob_565,"A company is planning to optimize its energy consumption by investing in three types of renewable energy sources: Solar, Wind, and Hydro. The company aims to balance cost efficiency with environmental impact. The company has a budget of $150,000 for energy investments. The company aims to produce at least 360 units of energy in total. The company wants to ensure that at least 100 units of energy come from each source. The cost of producing one unit of solar energy is $500, wind energy is $300, and hydro energy is $400. The environmental impact score for producing one unit of solar energy is 3, wind energy is 2, and hydro energy is 4. The company wants to minimize the Cost-Impact ratio of the investment. (The Cost-Impact ratio is defined as the total cost of energy production divided by the total environmental impact score.)",125,564,nonlinear-notable,Cost-Impact Ratio
